File,Mean of Intensity,Standard Deviation of Intensity,Gender
AHTD3A0053_Para1.tif,248.4664732720924,24.921106396954983,1
AHTD3A0053_Para2.tif,249.22601066409598,23.595889448188068,1
AHTD3A0053_Para3.tif,248.85396259504114,24.66992922660542,1
AHTD3A0053_Para4.tif,249.87810125479731,22.340932516398087,1
AHTD3A0054_Para1.tif,250.0763451038274,22.05576533736489,1
AHTD3A0054_Para2.tif,253.10464040716496,13.795388536944634,1
AHTD3A0054_Para3.tif,247.19906331351706,27.356382893056416,1
AHTD3A0054_Para4.tif,253.07050201750204,13.998272612181617,1
AHTD3A0055_Para1.tif,245.5028528,31.338960303081812,1
AHTD3A0055_Para2.tif,246.53388240486098,29.603282833153017,1
AHTD3A0055_Para3.tif,243.97695311892204,33.98164949182864,1
AHTD3A0055_Para4.tif,249.8562022218274,23.666489016197534,1
AHTD3A0056_Para1.tif,250.9430627419804,19.727436232183724,1
AHTD3A0056_Para2.tif,251.32706725295188,18.814001882217482,1
AHTD3A0056_Para3.tif,250.69334101502486,20.33847230201423,1
AHTD3A0056_Para4.tif,251.28732167313137,19.081275164790405,1
AHTD3A0057_Para1.tif,245.26583704992416,32.46724302535012,1
AHTD3A0057_Para2.tif,249.88464689733055,24.435713309949676,1
AHTD3A0057_Para3.tif,244.9015924140849,33.061780660314994,1
AHTD3A0057_Para4.tif,250.30510169430605,23.197394043629533,1
AHTD3A0058_Para1.tif,249.60113022926052,22.004024486027397,1
AHTD3A0058_Para2.tif,251.77867022358873,17.234133615220955,1
AHTD3A0058_Para3.tif,249.28906517094018,23.272403665519924,1
AHTD3A0058_Para4.tif,252.5071577491249,15.18857165,1
AHTD3A0059_Para1.tif,248.36144453818807,25.48241462343091,1
AHTD3A0059_Para2.tif,250.90417040273195,20.128646451411612,1
AHTD3A0059_Para3.tif,246.96780606288425,28.270637424397883,1
AHTD3A0059_Para4.tif,251.02247589353004,20.340236476171604,1
AHTD3A0060_Para1.tif,246.01332022065472,32.76151426682461,1
AHTD3A0060_Para2.tif,248.0389939588906,29.596432892260477,1
AHTD3A0060_Para3.tif,244.8482876308418,34.41524889058509,1
AHTD3A0060_Para4.tif,250.22082190319995,23.83184444492842,1
AHTD3A0061_Para1.tif,248.05111466974694,28.515991328329072,1
AHTD3A0061_Para2.tif,250.4220255679253,23.43142924230541,1
AHTD3A0061_Para3.tif,248.58009958326568,25.65662842607034,1
AHTD3A0061_Para4.tif,248.87368906672944,30.03673082120657,1
AHTD3A0062_Para1.tif,249.83167978210287,22.41647501274929,1
AHTD3A0062_Para2.tif,251.61281917343487,18.158887334993686,1
AHTD3A0062_Para3.tif,247.84853848383224,25.687724397131102,1
AHTD3A0062_Para4.tif,249.22469275734247,23.34465134,1
AHTD3A0063_Para1.tif,251.06950910437868,16.32970053957953,1
AHTD3A0063_Para2.tif,252.05377792367474,14.387162283738657,1
AHTD3A0063_Para3.tif,245.55181770849285,35.10440527686289,1
AHTD3A0063_Para4.tif,246.01500116951863,33.91032772633925,1
AHTD3A0064_Para1.tif,249.53785927718565,22.115961204734134,1
AHTD3A0064_Para2.tif,251.2375240360789,18.550156796966235,1
AHTD3A0064_Para3.tif,249.6000767138573,20.46557853,1
AHTD3A0064_Para4.tif,252.85937300820513,12.924201049836428,1
AHTD3A0065_Para1.tif,248.34165356990854,26.82060356158231,1
AHTD3A0065_Para2.tif,249.49818680434043,24.675468124207807,1
AHTD3A0065_Para3.tif,246.4025420371163,30.418184187913035,1
AHTD3A0065_Para4.tif,251.04190167591423,20.827770999391646,1
AHTD3A0066_Para1.tif,250.9202938682819,18.67764106328399,1
AHTD3A0066_Para2.tif,251.11136967475952,17.39996292,1
AHTD3A0066_Para3.tif,249.95562664312664,20.383074057643437,1
AHTD3A0066_Para4.tif,250.23645431919087,18.079551817884646,1
AHTD3A0067_Para1.tif,250.68211200252782,20.147269176415293,1
AHTD3A0067_Para2.tif,252.8635378,13.837539369835115,1
AHTD3A0067_Para3.tif,249.9465610579443,22.532884198115458,1
AHTD3A0067_Para4.tif,252.82317004241472,14.62086754661227,1
AHTD3A0068_Para1.tif,248.55396150100583,24.143467100599985,1
AHTD3A0068_Para2.tif,251.11242323446794,18.944981916426507,1
AHTD3A0068_Para3.tif,248.6780543554007,24.44720434894909,1
AHTD3A0068_Para4.tif,252.60715300634902,15.206553621480749,1
AHTD3A0069_Para1.tif,250.01201044523677,20.414347945072137,1
AHTD3A0069_Para2.tif,250.9214397092674,18.15025933162698,1
AHTD3A0069_Para3.tif,250.69567152048066,18.75775381910795,1
AHTD3A0069_Para4.tif,250.2755182330553,19.237932230880425,1
AHTD3A0070_Para1.tif,243.45408670141316,36.05090832020484,1
AHTD3A0070_Para2.tif,249.11896511317116,26.517538302683235,1
AHTD3A0070_Para3.tif,242.1828645441017,38.31350053960034,1
AHTD3A0070_Para4.tif,249.90910938343717,24.692837559865634,1
AHTD3A0071_Para1.tif,251.77652092413666,18.548978816178504,1
AHTD3A0071_Para2.tif,251.3886956902018,18.81559551526951,1
AHTD3A0071_Para3.tif,250.99379776187115,19.870155834725885,1
AHTD3A0071_Para4.tif,250.90282847537674,19.022528689402616,1
AHTD3A0072_Para1.tif,251.63582391484468,16.204201198291226,1
AHTD3A0072_Para2.tif,251.16454296844597,15.477434585880411,1
AHTD3A0072_Para3.tif,250.84202494036748,18.65503635900105,1
AHTD3A0072_Para4.tif,251.05721510015454,15.386272204607472,1
AHTD3A0074_Para1.tif,250.3469406237618,21.309084633366272,1
AHTD3A0074_Para2.tif,250.61076954497756,20.921238500953176,1
AHTD3A0074_Para3.tif,249.6784643349683,22.091293308621523,1
AHTD3A0074_Para4.tif,252.8246119367066,14.493724366372584,1
AHTD3A0075_Para1.tif,248.22641368434074,24.58513737592612,1
AHTD3A0075_Para2.tif,252.4610725145737,15.507117686441502,1
AHTD3A0075_Para3.tif,249.44217293201072,23.4630513,1
AHTD3A0075_Para4.tif,252.6430465057371,15.504043553758814,1
AHTD3A0076_Para1.tif,251.86413490999854,15.10191679577304,1
AHTD3A0076_Para2.tif,252.98587801932368,12.943393443084384,1
AHTD3A0076_Para3.tif,250.20447302366247,19.019746020069004,1
AHTD3A0076_Para4.tif,250.5519049371681,17.674082313144247,1
AHTD3A0077_Para1.tif,249.08179678200275,21.505228852432843,1
AHTD3A0077_Para2.tif,251.86921498763584,15.80382926375217,1
AHTD3A0077_Para3.tif,249.1554255928864,21.34062547679265,1
AHTD3A0077_Para4.tif,252.5198857614805,14.039480896659642,1
AHTD3A0078_Para1.tif,247.5833386643515,29.171430322982122,1
AHTD3A0078_Para2.tif,250.25590099702504,23.82432957185662,1
AHTD3A0078_Para3.tif,246.62682602322357,31.122500609162895,1
AHTD3A0078_Para4.tif,250.9202094901824,22.334451576124753,1
AHTD3A0080_Para1.tif,246.58615591123103,33.16817936614489,1
AHTD3A0080_Para2.tif,244.19255862082892,37.23353817110443,1
AHTD3A0080_Para3.tif,243.43023416145542,38.32931393967048,1
AHTD3A0080_Para4.tif,250.2310911843779,25.03925605770012,1
AHTD3A0081_Para1.tif,247.23719613875457,32.83196777836171,1
AHTD3A0081_Para2.tif,248.43880031870714,30.32421606657435,1
AHTD3A0081_Para3.tif,246.75774337978186,33.24215084473211,1
AHTD3A0081_Para4.tif,249.64158011069557,27.063881765563025,1
AHTD3A0082_Para1.tif,248.69648202036998,25.370215002686084,1
AHTD3A0082_Para2.tif,252.01333448307014,17.816502623215914,1
AHTD3A0082_Para3.tif,248.33997719524035,25.884476420078084,1
AHTD3A0082_Para4.tif,251.13508479086533,20.170378916806225,1
AHTD3A0083_Para1.tif,249.33312086288237,23.052585274869056,1
AHTD3A0083_Para2.tif,250.01601735541183,22.75631245216235,1
AHTD3A0083_Para3.tif,249.05699521975575,24.692128670227504,1
AHTD3A0083_Para4.tif,251.13647998639055,19.886823752090386,1
AHTD3A0084_Para1.tif,250.1233113491481,20.609911394824707,1
AHTD3A0084_Para2.tif,251.94568425482262,16.296327000930248,1
AHTD3A0084_Para3.tif,249.55681452629264,21.61965266,1
AHTD3A0084_Para4.tif,250.0107271386823,20.913983607296963,1
AHTD3A0085_Para1.tif,246.5681397766541,27.08986691400433,1
AHTD3A0085_Para2.tif,247.59771478087748,25.404006306130515,1
AHTD3A0085_Para3.tif,246.02394113999003,28.22060340366971,1
AHTD3A0085_Para4.tif,251.0506588703939,19.302874199581087,1
AHTD3A0086_Para1.tif,247.83256340383812,27.404955123389637,1
AHTD3A0086_Para2.tif,249.2645199319995,24.517910055433727,1
AHTD3A0086_Para3.tif,248.36755039320258,26.098849653960322,1
AHTD3A0086_Para4.tif,252.06075890427215,17.809382749198612,1
AHTD3A0087_Para1.tif,249.5010055,20.973345495604896,1
AHTD3A0087_Para2.tif,252.5352816850798,14.434096974680651,1
AHTD3A0087_Para3.tif,250.0788263624665,20.61373975,1
AHTD3A0087_Para4.tif,248.97958206266713,22.775873268448528,1
AHTD3A0088_Para1.tif,250.1517808035517,21.62802340348887,1
AHTD3A0088_Para2.tif,252.32307927996936,16.109586702039948,1
AHTD3A0088_Para3.tif,249.71688975318818,21.97387830647553,1
AHTD3A0088_Para4.tif,251.21258542922095,18.847078427706816,1
AHTD3A0089_Para1.tif,247.44669088662127,29.561624809384735,1
AHTD3A0089_Para2.tif,245.57885486963937,32.79546045698714,1
AHTD3A0089_Para3.tif,244.4650059311981,33.45418944214573,1
AHTD3A0089_Para4.tif,244.8187729261812,33.11077963,1
AHTD3A0090_Para1.tif,243.93297639299252,30.972014089500362,1
AHTD3A0090_Para2.tif,250.17203867707613,20.174960152947364,1
AHTD3A0090_Para3.tif,245.50371679367566,29.897127416587697,1
AHTD3A0090_Para4.tif,253.09466537418723,13.002614318700566,1
AHTD3A0091_Para1.tif,247.7697189,25.251630717992285,1
AHTD3A0091_Para2.tif,250.73378930222864,20.315328361920923,1
AHTD3A0091_Para3.tif,248.01357215011103,25.32394065753844,1
AHTD3A0091_Para4.tif,248.10384874799763,25.216416008479012,1
AHTD3A0092_Para1.tif,247.82124509815608,25.549450749814387,1
AHTD3A0092_Para2.tif,248.46239377922265,24.82612463000318,1
AHTD3A0092_Para3.tif,247.12396023723377,26.487791092381812,1
AHTD3A0092_Para4.tif,251.70328935914063,17.652618985094367,1
AHTD3A0093_Para1.tif,249.56433288491746,21.754695532037204,1
AHTD3A0093_Para2.tif,250.3614606778062,20.196442470262493,1
AHTD3A0093_Para3.tif,249.9072694581841,21.448065319980415,1
AHTD3A0093_Para4.tif,251.49236996854137,17.85963081913752,1
AHTD3A0094_Para1.tif,242.3969777920754,37.96375742,1
AHTD3A0094_Para2.tif,249.30557545849248,26.657309816877717,1
AHTD3A0094_Para3.tif,242.60946584066195,37.85892515525591,1
AHTD3A0094_Para4.tif,249.55377576595652,26.16683842156121,1
AHTD3A0095_Para1.tif,249.11157535963594,25.71277812375533,1
AHTD3A0095_Para2.tif,249.45302915098546,24.08968219979319,1
AHTD3A0095_Para3.tif,247.46267486864986,28.329924688596194,1
AHTD3A0095_Para4.tif,250.98488401764342,20.404067170392608,1
AHTD3A0096_Para1.tif,251.9649485580842,16.28130550123498,1
AHTD3A0096_Para2.tif,252.44022163639914,15.096689184828772,1
AHTD3A0096_Para3.tif,251.14610002325279,18.44752696907505,1
AHTD3A0096_Para4.tif,252.7269003875359,14.004661769024283,1
AHTD3A0098_Para1.tif,252.48911004566375,14.220774845127343,1
AHTD3A0098_Para2.tif,251.87180092449054,16.165975811776217,1
AHTD3A0098_Para3.tif,250.20651965401703,19.832549015757102,1
AHTD3A0098_Para4.tif,252.60545365619322,14.580364262066452,1
AHTD3A0099_Para1.tif,248.11394548418934,27.042263074707073,0
AHTD3A0099_Para2.tif,252.24195342820747,17.36125717741141,0
AHTD3A0099_Para3.tif,248.1829883174756,26.79424336191588,0
AHTD3A0099_Para4.tif,249.54000620968458,24.110189602150033,0
AHTD3A0100_Para1.tif,245.8491246850095,29.95160401533259,1
AHTD3A0100_Para2.tif,243.62510686773467,34.367720540391154,1
AHTD3A0100_Para3.tif,243.4627065149413,34.867160229573834,1
AHTD3A0100_Para4.tif,249.58897268047514,24.285853194918637,1
AHTD3A0101_Para1.tif,250.06499979700067,20.27985034791054,0
AHTD3A0101_Para2.tif,252.26380530368547,15.70715056,0
AHTD3A0101_Para3.tif,249.4416712969446,21.64368599468482,0
AHTD3A0101_Para4.tif,252.36196642095007,15.408382517868963,0
AHTD3A0102_Para1.tif,251.4786366222974,18.463414068123654,1
AHTD3A0102_Para2.tif,252.2357092,16.43281136985799,1
AHTD3A0102_Para3.tif,246.87642537632487,27.265340488648587,1
AHTD3A0102_Para4.tif,252.21078859897852,16.383798463400552,1
AHTD3A0103_Para1.tif,250.39198881962213,19.895309593872216,0
AHTD3A0103_Para2.tif,251.3907072715224,18.038865871664047,0
AHTD3A0103_Para3.tif,249.21711336112764,22.14575911444683,0
AHTD3A0103_Para4.tif,252.0332165063576,16.09500563739722,0
AHTD3A0104_Para1.tif,248.1389539846727,28.140249397796886,1
AHTD3A0104_Para2.tif,251.1272891361108,21.12611424612887,1
AHTD3A0104_Para3.tif,246.94486973321878,30.49385825950747,1
AHTD3A0104_Para4.tif,250.41898951817694,23.489283462941092,1
AHTD3A0105_Para1.tif,251.45622476449626,16.931314487426434,0
AHTD3A0105_Para2.tif,252.61380676949443,13.453432502265263,0
AHTD3A0105_Para3.tif,249.73281319884327,20.27167426843575,0
AHTD3A0105_Para4.tif,252.9081271,12.930236708141297,0
AHTD3A0106_Para1.tif,248.95201270455016,23.444604499383942,1
AHTD3A0106_Para2.tif,252.15873898756584,16.07069655041308,1
AHTD3A0106_Para3.tif,249.41746289562113,22.960950958854283,1
AHTD3A0106_Para4.tif,252.4886426114892,14.858528849461589,1
AHTD3A0108_Para1.tif,245.78461755937082,29.660995427989338,1
AHTD3A0108_Para2.tif,249.00416222836932,23.966233873716934,1
AHTD3A0108_Para3.tif,246.6025741,28.352805198815297,1
AHTD3A0108_Para4.tif,249.66325880081803,22.588606160027005,1
AHTD3A0109_Para1.tif,250.76296656761414,18.778725397257013,0
AHTD3A0109_Para2.tif,250.55196001052354,18.924612282670605,0
AHTD3A0109_Para3.tif,250.61591480183623,18.30310794157967,0
AHTD3A0109_Para4.tif,253.1361897288398,12.41025121345787,0
AHTD3A0110_Para1.tif,251.7888472418966,16.71060101018139,1
AHTD3A0110_Para2.tif,251.82265431186508,16.851676451609652,1
AHTD3A0110_Para3.tif,250.97730674636048,19.290498332939226,1
AHTD3A0110_Para4.tif,252.08699352228012,16.227763512612874,1
AHTD3A0112_Para1.tif,247.07867064457423,28.33991968344621,0
AHTD3A0112_Para2.tif,244.8101156980577,31.928263623235317,0
AHTD3A0112_Para3.tif,242.9431583133538,35.09850696983534,0
